int	int	int	string	int	int	int	int	int	int	int[]	int[]	string
1024	1007	3	奇什	2101	2	0	0	0	0	1908	1602;1603	奇什（男主角），三位进入森林的大学生之一。
1025	1008	1	萧火火	2101	2	0	0	0	0	1903;1913;1926;1948	1601;1603	萧火火（主角）天资卓越的少年，坚韧不屈，豪放洒脱，经过不懈的努力和磨练成最强之人
1026	1008	2	药闹	2101	2	0	1203	0	0	1913;1921;1926	1603;1602	药闹（配角）炼药师，萧火火的导师，以灵魂形态存在，斗尊巅峰最强者
1027	1008	3	萧香儿	2104	2	0	0	0	0	1904;1922;1935	1603;1604	萧香儿（配角）古族族长千金，天赋异禀，清纯可人，冰雪聪明，最终与萧火火历经艰险修成正果
1028	1008	4	纳兰伊然	2104	2	0	0	0	0	1904;1909	1601;1603	纳兰伊然（配角）萧火火未婚妻，美丽冷艳，傲气盛人，认为萧火火无法胜任其丈夫登门退婚。
1029	1009	1	丁豹	2101	2	0	0	0	0	1914;1934;1948	1601;1602	丁豹（主角）一个退休军官特工，六十岁的身体素质却强过许多年轻人。但是年纪过大，记忆衰退，经常健忘。
1030	1009	2	春花	2101	2	0	0	0	0	1942;1944	1602;1605	春花（主角）乐观的小姑娘，天真无邪。母亲离家出走，父亲惹是生非，非常不幸。
1031	1009	3	李振久	2104	2	0	0	0	0	1936;1930;1911	1602;1603	李振久（配角）嗜赌成性且脾气暴躁，赌博、盗窃。一次被卷入黑道混战。
1032	1010	1	小马	2101	2	0	0	0	0	1917;1946	1603;1604	小马（主角）职业是鉴黄师，凭借职业敏感一眼就发现了伪装成饶舌歌手的大木老师
1033	1010	2	大木	2101	2	0	0	0	0	1932;1946	1602;1604	大木（主角）长相酷似饶舌歌手的表演艺术家，成就是千人斩
1034	1010	3	蜜桃	2104	2	0	0	1401	0	1917;1946	1601;1602	蜜桃（配角）习惯性便秘的合气道高手，苦苦追寻穿山甲到底说了什么
1035	1011	1	罗利	2102	2	1102	0	0	0	1907;1934	1601;1602	罗利（男主角）机器战士驾驶员，有丰富的作战经验。哥哥去世后一直在悲恸中无法解脱
1036	1011	2	真子	2103	1	1101	0	0	0	1926;1902	1601;1603	真子（女主角）罗利的搭档，作战经验不足，但是有高超的格斗技术。
1037	1011	3	潘特克斯	2105	2	1101	0	1401	0	1901;1921	1603;1602	潘特克斯（配角）环太平洋防御总队最高指挥官，第一代机甲驾驶员。
1038	1012	1	令傅聪	2102	2	1102	1203	1401	0	1910;1926	1601;1602	令傅聪（男主角）华山派大弟子，武功高强，放荡不羁，并与东方不败产生感情
1039	1012	2	东方不败	2107	2	0	0	1401	0	1923;1920	1601;1603	东方不败（反派）日月神教教主，武功高强，野心勃勃，修炼葵花宝典后外表变成貌美的姑娘，被令傅聪潇洒不羁所吸引。
1040	1012	3	任茵茵	2103	1	1101	0	1402	1501	1904;1926	1602;1604	任茵茵（女主角）年轻貌美，发现东方不败的谋反之意后决定和令傅聪一起营救父亲。之后与令傅聪互相产生好感。
1041	1012	4	岳菱姗	2104	2	0	0	0	0	1904;1948	1602;1603	岳菱姗（配角）令傅聪的青梅竹马，冰雪聪明，最后跟随令傅聪一起浪迹天涯。
1042	1013	1	乔邦德	2102	2	1102	1203	1401	1502	1903;1927	1602;1603	乔邦德（男主角），因为受到土匪袭击而自称师爷的真县长。
1043	1013	2	张慕之	2102	2	1102	1203	1401	1502	1910;1934	1601;1602	张慕之（男主角），受到乔邦德怂恿而扮作县长的土匪。
1044	1013	3	黄四狼	2107	2	0	0	0	0	1923;1943	1602;1601	黄四狼（南反派），县城恶霸。
1045	1013	4	县长夫人	2103	1	1001	0	1401	0	1904	1603;1604	县长夫人（女主角），和丈夫一起上任，却差点死于土匪之手。
1046	1014	1	克特	2102	2	1102	0	0	0	1907;1913	1601;1603	克特（男主角）一名记者，出生于氪金星，年幼时被送往地球，长相平凡，体格强健，拥有超越地球的能力
1047	1014	2	莱安	2103	1	1101	0	0	0	1904;1947	1602;1604	莱安（女主角）记者，年轻美丽，克特的梦中情人，非常喜欢超人但不太喜欢克特。
1048	1014	3	克鲁萨	2107	2	0	1201	0	0	1922;1943	1602;1603	克鲁萨（反派）疯狂邪恶的天才科学家，克鲁萨集团董事长，一直想证明自己比超人更优秀四处作恶。
1049	1015	1	郭叔	2101	2	1102	1203	1402	1502	1928;1926	1602;1603	郭叔（主角）中国农民，地下交通员，机智勇敢，与鬼子周旋，全歼了鬼子小分队，成功保护国家文物。
1050	1015	2	中村下等兵	2101	1	1102	0	1402	1502	1923;1917	1603;1605	中村下等兵（主角）鬼子兵，个子矮，罗圈腿，水桶腰，智商低，经常做出令人捧腹的动作，在二战中未死但已经精神失常。
1051	1015	3	轮椅太君	2107	2	0	0	0	0	1917;1923	1601;1603	轮椅太君（反派）陆军军官，意图在抗日战争末期将一尊佛头像偷运回日本。后随他的队伍一起呗歼灭。
1052	1016	1	马昊瀚	2101	2	0	0	0	0	1910	1602;1603	马昊瀚（主角）敢于冒险的理想青年，希望能在外闯出成就，然而一次次失败开始淹没着他的理想。
1053	1016	2	姜河	2101	2	0	0	0	0	1945;1933	1602;1603	姜河（主角）颓废的文艺青年，一名教师，纯洁善良，精神主义者。
1054	1016	3	吕良	2104	2	0	0	0	0	1924;1903	1601;1605	吕良（配角）骑摩托车旅行的骑士旅行者，是个话痨，似乎对妻子用情至深，最后开走了马昊瀚的车溜走。
1055	1017	1	皮克	2102	2	1102	0	0	1501	1908;1913	1601;1603	皮克（男主角）高中生，从小暗恋隔壁的玛丽安，获得超能力后骄傲自大，致使亲人被杀害后悔不已。
1056	1017	2	玛丽安	2103	1	1101	0	0	0	1904;1908	1604;1603	玛丽安（配角）高中生，年轻漂亮，希望成为演员，深爱着皮克，无奈其一直没有表示。
1057	1017	3	哈雷	2104	2	0	0	0	0	1908	1603;1602	哈雷（配角）高中生，皮克最好的朋友，生性纯良的富二代，玛丽安的男友。
1058	1017	4	诺曼斯	2107	2	0	1202	0	0	1923;1930	1602;1603	诺曼斯（反派）科学家，拥有亿万财富的集团CEO，因尝试未研发药剂变成绿魔，迷失心智，杀人作恶。
1059	1018	1	武松	2101	2	0	0	0	0	1934	1601;1603	武松（主角），喝醉后不听人劝，非要半夜翻山，却没想到真会遇到老虎。
1060	1018	2	老虎	2107	2	0	0	0	0	1930	1601;1602	老虎（反派），路过的野生老虎一只。
1061	1019	1	路的	2101	2	0	0	0	0	1913;1910	1601;1603	路的（主角）性格积极乐观，爱憎分明且十分重视伙伴，对任何危险的事物都超感兴趣。看似白痴，却是一个大智若愚型的无愧船长之职的人。和其他传统的海贼所不同的是，他并不会为了追求财富而无故杀戮，而是享受着身为海贼的冒险。
1062	1019	2	索泷	2104	2	0	0	0	0	1916;1919	1604;1603	索泷（配角）为了小时候与挚友的约定而踏上了前往世界第一剑士的道路，随后成为路飞出海后遇到的第一个伙伴。在初次败给世界第一剑士“鹰眼米霍克”后向路飞发誓永不再败，并且更加努力的锻炼自己。两年后的他成功与伙伴们汇合，并且为了实现自己的梦想，奔赴强者如云的新世界。
1063	1019	3	娜丽	2104	2	0	0	0	1501	1940;1903	1603;1602	娜丽（配角）头脑聪明又机灵，精通气象学和航海术，擅长偷术，能用身体感知天气，完美指示航路，是个能精确画出航海图的天才航海士。本质上是个细心、善良、重视感情、嫉恶如仇、偶尔有些温柔的能干的女性。最喜欢钱和橘子，梦想是要画出全世界的地图。
1064	1019	4	鸟索普	2104	2	0	0	0	0	1917	1602;1603	鸟索普（配角）小时候是出名的吹牛大王，和村里的几个孩子组成“乌索普海贼团”，自称乌索普船长。发现克洛船长的阴谋后，立志要保护村里的人，和路飞并肩作战。梦想是要成为勇敢的海上战士。
1065	1020	1	兰婷	2103	1	1101	0	0	0	1904	1603;1602	兰婷（女主角），网络小说作家，与父亲关系很差，却因为父亲拥有的一副古地图而被绑架。
1066	1020	2	乔费	2102	2	1102	0	0	0	1903;1916	1601;1603	乔费（男主角），打击盗墓走私的青年侠客，和兰婷父亲很熟。
1067	1020	3	庚谷	2104	2	0	0	0	0	1911	1601;1603	庚谷（配角），一心想从古城获取宝藏而绑架兰婷并组织了探险队。
1068	1020	4	华叔	2104	2	0	0	0	0	1911	1601;1602	华叔（配角），多年前曾经去过古城，因此对古城的信息了如指掌。
1069	1021	1	温洁洁	2103	1	1101	1203	0	0	1904;1940	1602;1604	温洁洁（女主角），前往西雅图产子的拜金女。
1070	1021	2	郝之	2102	2	1102	0	0	1501	1939	1601;1603	郝之（男主角），因故落魄到美国的名医，在温洁洁需要帮助的时候伸出了援手。
1071	1021	3	女儿	2104	2	0	0	0	0	1903	1602;1603	女儿（配角），郝之和前妻的女儿，有郝之独自抚养。
1072	1022	1	萧景寒	2101	2	0	0	0	0	1914;1934	1601;1602	萧景寒（男主角），香港的缉私特警，一方面要守住文物一方面要保护住家庭完整。
1073	1022	2	王雪箐	2101	2	0	0	0	0	1937;1904	1603;1601	王雪箐（女主角），实为日方女间谍，一直尝试接近萧景寒。
1074	1022	3	岸本	2107	2	0	0	0	0	1911	1603;1602	岸本（反派），为了夺取富春山居图不惜一切代价。
1075	1023	1	亚星	2102	2	1102	0	0	0	1927;1917	1602;1603	亚星（男主角）无可救药的小混混，能说会道，一事无成，梦想加入当时势力最大的锄头帮，并成为黑道上的大人物。最后参悟绝技如来神掌。
1076	1023	2	深哥	2107	2	0	0	0	0	1911	1601;1603	深哥（反派）锄头帮大当家，野心勃勃，心狠手辣，无恶不作，一心想要除掉“猪笼城寨”。
1077	1023	3	火焰邪神	2107	2	0	1203	0	0	1930;1948	1601;1604	火焰邪神（反派）一代武学奇才，为求一败四处与人比武，对武学极其疯狂的武痴。
1078	1023	4	包租婆	2104	2	0	0	0	0	1917;1948	1602;1605	包租婆（配角）泼辣爱财的包租婆，凶狠霸道，绝技狮吼功，江湖号称小龙女。
1079	1024	1	关羽	2102	2	0	0	0	0	1934	1603;1602	关羽（主角）蜀国将军，听闻刘备仍在世的消息后不顾曹操（反派）再三阻拦，毅然回归。
1080	1024	2	曹操	2107	2	0	0	0	0	1934;1923	1602;1601	曹操（反派）魏国丞相，希望将关羽留在自己身边，不断派出手下进行围追堵截。
1081	1025	1	陈旬	2102	2	1102	0	0	0	1904;1902	1602;1603	陈旬（男主角）阳光帅气的男孩，天性聪明，乐于助人，是个走到哪都受人瞩目的人气王。与方蕙的爱情千回百转
1082	1025	2	方蕙	2107	1	1101	0	0	1501	1902;1904	1603;1605	方蕙（女主角）温柔文静的女生，内向沉默，喜欢画画，看似柔弱但实际内心坚强，是家长与老师眼中的乖乖女、好学生。
1083	1025	3	赵也	2107	2	0	0	0	0	1902;1908	1601;1605	赵也（配角）校篮球队队员，是个仗义、冲动，喜欢意气用事但也热血的少年。喜欢“女汉子”林墨嘉，喜欢搞怪，是朋友圈中的开心果。
1084	1025	4	林墨嘉	2104	2	0	0	1402	0	1902;1908	1603;1605	林墨嘉（配角）方蕙的好友，美丽大方、敢爱敢恨、为人仗义又有男人缘，是个固执的可爱的小女孩。
1085	1026	1	悟空	2102	2	0	0	0	0	1913;1926	1602;1603	孙悟空（主角）法术高强，看到妖怪后选择了直接打死，但却因此造成了三藏法师的不信任。
1086	1026	2	三藏法师	2104	2	0	0	0	0	1910;1946	1602;1601	三藏法师（配角），看到了化身少女的白骨精被击杀的瞬间，因而对悟空产生了怀疑。
1087	1026	3	白骨精	2107	2	0	0	0	0	1923;1904	1603;1601	白骨精（反派），懂变化之术的妖怪，虽然弱于无力，但非常擅长阴谋诡计，喜欢变化成少女角色引人上当。
1088	1026	4	猪八戒	2104	2	1102	0	0	1502	1929;1905	1603;1605	猪八戒（配角）被白骨精美貌蛊惑，赞同三藏法师的说法进而刺激悟空的离开。后又因三藏法师被抓住去求悟空。
1089	1027	1	扎克	2101	2	0	0	0	0	1904;1906	1602;1603	扎克（男主角），贫穷画家，在开船前的最后时刻赌博 赢得了船票。
1090	1027	2	肉丝	2101	2	0	0	0	0	1904;1902	1601;1602	丽丝（女主角），落魄贵族之女，与未婚夫一起参与这次旅行。
1091	1028	1	陈家举	2102	2	1102	0	0	0	1914;1934	1601;1605	陈家举（男主角）警察，英勇善斗，个性冲动，为人耿直，直言不讳，因为不满上司放走重大嫌疑的大毒枭朱陶愤然辞职
1092	1028	2	张美	2103	1	1101	0	1402	0	1904	1602;1603	张美（女主角）陈家举的女友，青春美丽，温柔善良，曾多次因为陈家举因工作疏忽自己分分合合。
1093	1028	3	朱陶	2107	2	0	0	0	0	1923;1920	1605;1603	朱陶（反派）大毒枭，心狠手辣，诡计多端，因为被陈家举将其拘留怀恨在心设计报复
1094	1029	1	小女孩	2101	2	0	0	0	0	1942	1603;1601	小女孩（主角）天真可爱的小女孩，长长的金卷发，穿着破旧的衣服和一双很大的写，依靠买火柴为生。
1095	1029	2	奶奶	2104	2	0	0	0	0	1941	1602;1603	奶奶（配角）小女孩的奶奶，和蔼慈祥，勤劳善良，生前非常疼爱小女孩。
1096	1030	1	尹孜	2103	2	1101	0	0	0	1904	1602;1603	尹孜（女主角）一个节目的编导，对曾经有一面之缘的余斐一见钟情，在重逢后，更是经历了大喜到大杯，依然不气馁为爱奋斗
1097	1030	2	余斐	2102	1	1102	0	0	0	1905;1932	1601;1602	余斐（男主角）红极一时的明星，叱咤情场，在多方的注重下，开启了异常轰轰烈烈的爱情故事。
1098	1030	3	李翔赫	2107	2	1102	0	0	0	1907	1601;1603	李翔赫（男配角）余斐的好友，不是和尹孜约会气氛暧昧，就是跟余斐针锋相对，感觉他应该更喜欢余斐。
